Kota,Tahun,DBH_PAJAK,DBH_SDA,DBH_Lainnya,DAU_Grant,DAU_Earmark,DAK_Fisik,DAK_Nonfisik,PAD,ICT,bm_pendidikan,bm_kesehatan,bm_perumahan,bm_lingkungan,bm_ekonomi,bm_infrastruktur,bm_pariwisata,bm_perlindungan_sosial,KEMISKINAN,PENGANGGURAN,KETIMPANGAN,IPM,PE
Kota Pare-pare,2017,86.25,71.63,40.0,127.48,84.22,68.03,115.67,127.95,98.11,149.75,90.02,224.3,124.32,176.23,62.58,278.06,160.32,13.84,7.39,0.41,76.55,3.21
Kota Pare-pare,2018,81.46,41.24,50.82,144.69,103.33,54.35,67.32,125.25,77.14,63.69,165.39,228.58,107.5,242.19,65.73,286.52,54.49,5.17,4.7,0.44,65.78,2.47
Kota Pare-pare,2019,111.82,70.71,41.3,140.53,86.23,69.72,96.79,161.61,100.0,133.8,52.33,165.43,152.83,65.49,96.84,111.18,68.63,17.79,8.3,0.42,69.11,6.73
Kota Pare-pare,2020,100.41,55.76,34.62,124.1,65.88,100.47,69.48,172.61,85.83,250.71,111.67,280.25,110.13,194.2,58.12,82.89,177.6,11.77,7.06,0.48,81.69,7.01
Kota Pare-pare,2021,63.83,58.24,50.48,160.79,103.81,72.55,103.51,148.69,84.86,51.16,231.62,223.65,218.1,79.8,235.84,125.57,292.36,16.26,5.37,0.44,61.2,2.98
Kota Pare-pare,2022,109.31,46.6,57.55,168.65,101.77,86.77,95.04,204.8,68.79,133.37,297.95,232.25,256.52,59.12,230.83,273.77,223.3,12.09,7.89,0.39,65.06,7.13
Kota Pare-pare,2023,61.61,49.07,53.57,171.17,73.66,120.01,92.03,234.86,71.37,149.54,74.79,265.42,218.27,63.19,84.01,293.01,67.73,15.6,8.06,0.32,65.5,6.12
Kota Pare-pare,2024,97.81,48.13,50.91,133.3,103.69,64.44,66.87,152.84,97.53,184.35,150.37,118.52,256.09,258.54,259.02,264.83,97.34,11.13,5.44,0.45,62.42,5.12
Kota Makassar,2014,100.33,135.65,93.41,196.43,121.44,129.07,167.07,300.19,61.45,279.96,250.02,251.77,149.25,79.49,88.7,77.5,242.83,14.67,8.3,0.32,80.83,6.98
Kota Makassar,2015,157.59,138.85,84.94,219.97,142.85,149.27,105.43,390.58,70.94,136.59,101.01,98.81,89.08,61.29,125.29,286.86,260.36,6.93,7.88,0.4,60.64,4.52
Kota Makassar,2016,200.46,110.87,66.51,229.66,147.58,135.9,163.1,425.72,65.03,136.74,188.77,136.34,234.49,159.47,112.24,155.84,204.42,13.62,9.23,0.43,71.88,3.16
Kota Makassar,2017,167.97,156.24,73.72,243.02,211.8,181.22,215.66,442.44,83.3,234.38,233.27,133.9,140.12,261.0,143.08,52.33,211.11,5.8,6.51,0.37,75.65,3.71
Kota Makassar,2018,153.01,126.27,102.08,255.03,216.75,191.91,232.94,320.11,77.75,163.05,204.0,294.63,217.82,115.6,113.67,160.6,57.08,6.62,6.55,0.32,84.24,5.03
Kota Makassar,2019,183.32,107.17,71.54,215.97,169.59,165.73,133.91,399.41,86.57,106.15,97.01,264.13,117.66,155.43,172.24,61.52,257.13,9.56,6.15,0.41,62.51,5.19
Kota Makassar,2020,188.17,79.51,94.96,355.96,207.21,231.97,144.49,351.69,99.76,163.11,138.85,225.29,70.31,59.98,151.85,185.97,247.07,17.29,3.56,0.47,62.3,6.83
Kota Makassar,2021,190.75,155.91,80.8,289.63,170.45,158.1,183.97,424.56,100.0,85.21,245.95,231.76,298.15,162.27,296.64,134.64,114.76,13.83,8.53,0.43,75.22,6.75
Kota Makassar,2022,188.18,116.77,117.61,284.74,128.42,210.85,153.54,482.68,74.41,94.1,188.56,190.52,89.05,194.4,63.98,168.36,227.17,17.89,3.54,0.32,72.38,5.49
Kota Makassar,2023,180.93,172.69,113.17,329.93,145.52,248.38,172.39,520.69,70.87,174.59,51.31,286.77,297.11,192.73,85.55,203.29,103.71,11.3,7.04,0.47,81.59,6.68
Kota Makassar,2024,161.78,170.64,95.89,293.35,254.86,160.33,137.28,273.07,82.49,154.73,240.25,174.06,294.32,133.11,63.21,267.2,60.08,14.33,7.63,0.36,68.0,3.15
Kota Kendari,2014,46.11,62.28,26.64,130.73,51.05,77.2,53.32,94.21,94.72,278.71,58.83,145.13,248.45,128.88,206.46,215.48,100.28,18.12,9.01,0.38,77.56,2.3
Kota Kendari,2015,85.07,37.42,34.97,114.1,62.16,86.83,53.52,105.54,91.98,140.6,236.43,90.76,214.86,76.66,63.63,158.51,94.66,13.65,7.6,0.34,69.77,7.24
Kota Kendari,2016,62.67,58.74,43.74,123.07,97.41,87.31,73.29,157.79,64.12,195.15,100.62,246.55,194.45,141.7,259.11,254.86,134.44,15.39,7.15,0.48,68.92,2.45
Kota Kendari,2017,58.93,26.11,25.32,139.33,81.48,80.61,78.39,179.55,68.79,208.07,289.52,233.61,266.53,74.87,177.98,276.4,154.61,12.2,9.09,0.37,83.17,3.48
Kota Kendari,2018,68.36,57.86,41.68,116.25,86.52,71.49,57.22,211.91,76.99,53.27,141.99,146.09,122.36,241.65,181.75,79.94,177.13,14.62,9.14,0.44,68.92,6.17
Kota Kendari,2019,91.56,79.79,34.25,157.09,105.13,91.27,105.53,152.76,89.11,215.88,131.73,56.3,166.92,291.57,190.4,182.98,169.19,19.3,7.92,0.31,82.67,4.46
Kota Kendari,2020,82.38,60.16,32.42,139.29,103.29,57.28,71.81,113.1,69.6,94.51,87.22,259.75,204.85,292.52,92.7,121.13,117.67,11.24,8.1,0.46,83.63,7.26
Kota Kendari,2021,76.3,86.61,53.99,156.57,103.13,117.03,104.15,166.45,100.0,290.27,126.4,52.85,152.8,266.27,99.42,61.77,57.29,15.7,3.28,0.38,70.16,3.79
Kota Kendari,2022,55.29,34.23,44.71,151.44,107.45,72.76,86.43,209.38,89.52,87.17,269.16,225.92,156.87,200.2,129.7,217.14,201.28,7.51,8.02,0.45,62.22,2.07
Kota Kendari,2023,129.99,38.24,39.11,146.91,95.69,108.2,109.86,181.76,71.51,153.66,299.08,292.56,132.57,225.22,198.37,265.69,148.94,18.67,5.58,0.31,67.51,3.8
Kota Kendari,2024,93.2,51.22,37.44,186.58,132.11,87.99,91.44,214.17,78.82,71.34,142.08,159.42,191.06,121.3,102.53,90.73,124.67,15.78,5.74,0.48,74.0,5.47
Kota Bau-bau,2014,37.12,24.61,9.88,44.33,27.95,24.99,32.32,69.43,74.7,299.22,162.15,108.74,262.64,207.69,79.08,253.1,266.74,15.97,9.93,0.35,81.87,4.26
Kota Bau-bau,2015,27.6,25.01,11.19,56.52,31.05,26.18,33.55,66.53,61.31,175.55,230.52,226.22,100.38,163.91,292.53,263.35,236.69,8.14,3.21,0.39,74.24,5.21
Kota Bau-bau,2016,41.97,22.39,19.09,53.1,38.01,26.23,29.84,71.15,99.58,198.85,271.55,254.28,283.61,170.5,55.5,278.59,264.44,5.27,8.06,0.47,69.98,7.26
Kota Bau-bau,2017,40.14,27.66,13.96,50.39,36.4,33.89,25.2,56.8,100.0,66.77,198.26,186.61,222.27,239.44,250.67,116.32,173.75,18.5,7.82,0.5,79.18,7.47
Kota Bau-bau,2018,30.19,31.57,12.66,66.3,36.48,33.43,46.24,92.07,74.49,237.49,147.88,291.76,255.82,120.48,247.01,275.99,82.73,5.33,7.27,0.37,70.39,3.6
Kota Bau-bau,2019,33.6,37.02,15.13,68.31,42.89,32.12,33.98,94.14,78.9,102.48,153.16,62.92,189.05,129.51,124.3,130.17,224.06,16.43,5.3,0.41,61.54,4.77
Kota Bau-bau,2020,33.75,13.31,20.94,61.75,44.15,38.47,44.08,70.63,87.61,274.51,223.9,176.2,244.88,281.16,83.91,188.08,101.52,14.0,9.84,0.43,60.77,5.29
Kota Bau-bau,2021,52.3,35.56,21.74,73.32,54.63,29.94,45.76,70.45,88.91,101.28,50.8,229.61,54.05,64.06,86.41,62.63,160.31,14.6,7.25,0.33,65.17,7.69
Kota Bau-bau,2022,31.28,21.21,25.44,64.51,41.25,53.81,34.02,77.04,67.98,97.67,204.9,265.66,254.6,171.41,224.36,60.97,66.25,14.1,8.29,0.48,82.89,7.99
Kota Bau-bau,2023,37.34,15.95,21.03,65.1,52.0,50.5,31.74,111.67,95.51,59.14,138.87,94.81,60.03,278.2,210.7,230.09,256.33,8.73,6.03,0.43,70.74,3.41
Kota Bau-bau,2024,29.67,25.1,24.57,81.16,39.35,39.64,47.4,108.18,70.3,168.02,248.55,250.0,272.48,202.59,245.69,161.12,81.49,9.01,6.08,0.46,75.24,6.36
Kota Denpasar,2014,40.85,34.78,26.32,99.01,50.34,44.04,42.37,129.04,62.31,191.21,73.25,188.18,297.99,186.6,284.37,114.07,275.77,7.57,5.98,0.34,79.33,4.27
Kota Denpasar,2015,48.77,31.08,33.42,92.17,62.0,68.47,68.64,95.9,99.69,66.43,197.05,149.14,123.52,112.44,222.98,97.6,266.06,19.29,3.17,0.38,82.39,2.05
Kota Denpasar,2016,47.02,29.64,29.78,90.06,63.78,69.99,61.84,88.97,66.24,243.88,170.24,82.93,102.58,135.82,88.96,217.49,166.15,18.99,4.85,0.33,62.25,2.06
Kota Denpasar,2017,44.53,25.54,25.99,91.22,64.14,72.63,70.42,100.95,72.91,163.32,210.58,266.32,241.34,263.01,110.86,50.1,236.09,8.68,9.76,0.3,81.99,4.76
Kota Denpasar,2018,75.61,32.7,27.96,105.11,61.65,51.17,60.33,134.4,88.64,181.1,66.21,89.32,113.26,189.8,260.55,251.47,204.86,5.64,3.08,0.39,63.3,4.93
Kota Denpasar,2019,54.3,41.72,26.78,113.98,49.92,45.76,47.01,174.81,84.37,160.19,195.0,127.45,266.39,178.69,102.33,69.81,250.77,7.13,7.96,0.31,62.7,2.14
Kota Denpasar,2020,65.71,65.12,43.62,124.69,71.87,65.27,60.84,174.69,95.97,150.19,190.37,122.51,75.71,74.89,68.13,97.87,157.95,14.04,7.05,0.35,61.17,6.12
Kota Denpasar,2021,69.51,49.87,29.49,150.1,54.37,97.03,60.33,199.63,76.27,189.91,190.17,267.85,81.49,54.01,225.82,146.56,246.45,15.95,4.15,0.41,67.82,3.76
Kota Denpasar,2022,79.71,38.74,29.98,93.04,59.3,80.25,58.45,167.35,84.73,88.81,200.87,218.18,294.79,290.92,150.63,171.21,165.61,19.19,4.01,0.34,81.57,5.36
Kota Denpasar,2023,48.13,37.08,38.28,134.14,54.31,53.22,92.11,167.83,71.82,95.48,219.12,249.17,218.46,144.25,280.01,138.75,285.24,13.85,8.38,0.39,78.96,3.81
Kota Denpasar,2024,60.94,60.21,34.77,146.05,66.11,94.14,94.69,121.67,81.16,265.45,251.25,112.62,261.72,200.8,212.56,130.18,171.59,16.97,6.03,0.48,71.25,3.0
Kota Mataram,2014,73.39,41.8,42.6,164.7,95.94,100.93,76.65,177.1,74.71,286.53,117.46,206.22,131.08,69.93,72.6,290.98,165.65,5.67,8.72,0.5,70.17,4.44
Kota Mataram,2015,71.37,70.31,49.17,170.08,76.5,107.59,102.98,161.4,93.74,143.33,256.26,192.94,219.12,220.78,286.96,210.39,246.27,13.18,4.03,0.39,82.03,3.39
Kota Mataram,2016,119.91,71.07,38.85,168.25,98.17,91.17,72.98,184.69,91.19,117.69,174.56,258.21,198.56,283.14,114.64,55.86,255.39,6.09,3.69,0.38,67.63,5.21
Kota Mataram,2017,100.86,92.22,56.1,198.25,92.39,142.37,112.18,268.53,78.11,211.0,69.26,276.52,200.79,193.92,134.3,157.54,188.62,10.48,3.7,0.43,60.19,3.19
Kota Mataram,2018,85.13,80.46,70.64,175.89,129.72,107.61,106.76,275.56,62.19,152.18,64.64,53.04,220.63,81.53,150.57,268.75,94.95,18.35,8.5,0.36,73.63,5.05
Kota Mataram,2019,100.73,68.66,63.89,202.04,98.69,71.0,129.89,163.85,91.82,56.35,133.56,218.5,193.84,195.43,62.81,125.36,166.94,14.33,3.17,0.38,84.65,2.94
Kota Mataram,2020,98.39,55.78,65.83,198.3,85.54,74.72,112.45,184.72,83.39,89.04,246.22,62.96,157.27,241.59,174.13,73.64,292.02,15.08,3.22,0.33,77.16,6.03
Kota Mataram,2021,136.48,41.04,44.65,220.31,105.29,125.12,86.89,236.56,62.9,228.99,226.92,187.21,118.98,151.6,80.83,239.6,238.25,15.89,5.2,0.47,75.09,6.52
Kota Mataram,2022,125.39,86.68,46.91,193.42,108.15,112.77,141.77,238.69,100.0,214.73,247.15,121.91,242.15,269.96,150.24,201.5,252.79,19.1,5.06,0.38,79.67,2.66
Kota Mataram,2023,136.38,48.78,61.65,200.18,176.25,115.34,166.13,295.54,100.0,56.77,179.32,126.69,106.57,212.17,137.68,192.58,58.21,10.11,6.8,0.47,82.08,4.81
Kota Mataram,2024,103.79,64.71,40.37,201.31,143.71,107.04,134.82,252.22,69.68,105.49,160.05,138.24,223.09,274.81,243.21,63.39,166.96,10.63,3.99,0.44,81.36,2.43
Kota Bima,2014,69.85,32.71,45.1,158.32,63.79,105.58,89.34,194.12,78.18,107.77,86.86,205.32,108.33,205.88,250.79,85.12,211.66,19.57,3.59,0.48,63.15,5.59
Kota Bima,2015,110.97,84.29,45.14,155.48,102.38,109.85,67.22,216.98,64.42,217.97,132.05,133.51,206.33,82.82,88.35,205.64,257.51,12.22,6.15,0.38,72.73,3.59
Kota Bima,2016,102.56,96.27,39.09,180.46,120.05,111.23,106.45,207.32,66.79,54.93,158.5,233.17,236.77,127.42,141.64,101.96,62.32,17.91,8.75,0.32,81.21,5.17
Kota Bima,2017,81.69,89.26,46.66,183.0,82.32,65.42,97.45,143.38,90.95,76.03,72.15,151.13,104.68,100.45,143.34,176.02,263.11,16.32,4.93,0.39,62.18,5.1
Kota Bima,2018,117.54,42.99,54.34,192.49,110.84,119.49,73.17,165.05,76.78,249.98,105.15,67.09,64.99,277.21,87.85,186.22,187.1,18.42,8.01,0.43,76.59,7.55
Kota Bima,2019,73.45,90.31,59.02,173.87,133.58,93.95,91.01,263.37,81.73,94.64,199.56,245.94,82.74,240.1,249.61,120.88,99.33,16.95,6.6,0.33,65.38,5.29
Kota Bima,2020,107.89,104.1,75.95,218.54,107.3,139.33,105.27,181.82,100.0,213.19,233.92,121.44,201.5,219.1,226.81,287.11,129.31,5.5,5.7,0.48,65.97,5.5
Kota Bima,2021,138.79,36.99,62.91,163.56,73.1,135.12,80.3,218.67,94.2,109.55,299.59,158.19,262.36,125.24,97.6,260.62,120.48,9.11,3.46,0.31,62.89,4.41
Kota Bima,2022,120.76,67.6,46.06,165.88,132.31,131.06,117.68,258.54,91.23,74.86,283.28,221.36,61.25,96.01,141.68,230.59,182.71,9.79,5.67,0.42,75.59,7.69
Kota Bima,2023,115.85,122.92,75.31,201.4,142.87,105.01,91.0,223.72,76.53,110.79,210.64,133.11,233.54,239.11,76.45,69.5,62.92,11.04,3.12,0.46,68.98,6.66
Kota Bima,2024,95.5,60.02,84.02,231.97,173.42,177.73,121.99,230.99,68.95,230.57,155.31,64.15,135.33,168.54,207.05,76.53,89.63,17.88,9.99,0.43,79.88,3.71
Kota Kupang,2014,96.46,81.68,51.72,123.84,81.9,70.12,75.54,233.5,78.46,263.92,209.04,143.48,169.63,106.45,80.34,173.2,253.17,5.55,4.54,0.36,75.42,7.07
Kota Kupang,2015,78.53,42.82,39.86,161.31,81.94,125.54,94.36,136.5,87.11,257.55,246.41,286.11,282.21,204.16,296.48,90.18,83.15,15.94,5.3,0.43,66.99,4.59
Kota Kupang,2016,120.36,96.99,42.83,158.58,99.45,130.89,129.14,148.04,86.6,149.3,79.58,210.43,132.99,60.08,245.17,294.57,108.35,6.98,6.47,0.32,68.64,6.97
Kota Kupang,2017,108.93,96.51,66.47,158.15,106.47,123.59,74.4,224.99,64.2,217.02,152.48,217.87,166.33,131.54,147.56,89.63,163.34,11.13,4.44,0.38,61.9,6.94
Kota Kupang,2018,95.71,61.99,42.82,218.85,114.09,120.11,119.9,215.52,68.58,101.25,259.95,208.07,53.42,167.14,194.64,171.87,179.28,7.89,8.22,0.33,62.6,3.13
Kota Kupang,2019,97.25,64.9,59.34,197.05,137.46,130.61,132.29,275.79,83.53,123.29,145.96,99.75,70.4,86.99,277.84,141.03,240.9,9.39,5.26,0.39,67.69,6.21
Kota Kupang,2020,163.89,60.05,45.43,184.56,112.4,100.67,138.53,335.73,63.17,274.08,192.97,154.58,114.65,296.16,188.52,209.85,161.83,16.05,4.51,0.38,72.7,3.74
Kota Kupang,2021,166.8,127.86,68.44,244.36,100.84,141.97,113.25,259.7,90.36,53.25,196.94,237.73,56.96,102.27,93.62,82.26,247.47,14.51,4.8,0.31,60.26,3.78
Kota Kupang,2022,72.32,43.78,44.45,159.32,142.5,93.67,80.86,221.71,64.51,71.38,96.12,75.34,207.84,82.59,144.68,157.58,204.59,17.87,7.75,0.36,74.04,3.78
Kota Kupang,2023,165.81,111.93,89.75,275.39,151.5,137.19,157.51,348.91,100.0,101.97,140.56,119.46,156.6,100.88,260.79,118.68,78.27,5.08,9.94,0.34,71.76,6.35
Kota Kupang,2024,129.34,103.13,59.79,252.88,124.28,143.97,145.01,420.88,77.91,56.63,133.63,119.08,187.04,242.27,211.05,271.94,89.08,19.92,3.8,0.45,61.29,3.38
Kota Ambon,2014,61.34,44.97,18.63,67.46,38.71,47.3,48.99,76.25,73.99,95.36,56.55,158.0,93.66,156.38,212.68,60.15,159.26,16.35,5.17,0.48,76.42,2.01
Kota Ambon,2015,58.44,43.03,21.07,76.39,63.21,38.03,34.03,94.95,86.77,195.76,56.05,295.09,123.98,191.35,266.71,278.43,149.22,17.02,8.4,0.48,73.33,6.29
Kota Ambon,2016,52.16,41.97,17.95,71.33,33.23,52.32,61.94,109.7,67.48,155.36,257.92,66.88,215.96,55.25,273.49,258.25,235.89,19.73,3.44,0.48,80.35,3.03
Kota Ambon,2017,68.77,27.46,32.92,100.38,61.25,54.48,39.03,106.76,88.39,273.17,118.27,179.68,291.33,58.61,279.95,124.39,195.18,10.35,8.55,0.45,82.77,2.63
Kota Ambon,2018,61.18,48.64,30.25,72.03,36.56,34.52,55.08,110.22,71.45,254.36,179.52,94.84,62.6,161.46,73.71,247.32,147.03,19.8,5.79,0.37,75.61,3.43
Kota Ambon,2019,81.46,54.81,30.0,110.82,78.07,62.69,51.17,98.39,67.19,135.45,124.68,292.67,272.6,254.16,186.03,57.8,92.69,5.0,8.03,0.32,66.1,4.28
Kota Ambon,2020,59.76,34.39,32.07,78.73,43.05,57.42,51.2,99.26,75.79,114.86,285.17,78.33,194.22,271.31,235.13,291.72,106.71,6.01,9.27,0.44,63.04,4.86
Kota Ambon,2021,71.94,43.03,25.82,98.42,63.98,64.84,53.84,104.18,87.99,144.92,114.82,150.9,190.98,71.68,239.23,181.65,193.88,5.17,9.49,0.42,65.08,2.27
Kota Ambon,2022,95.7,74.42,46.83,149.82,62.2,92.07,91.11,123.04,70.41,197.57,157.41,234.47,175.07,184.59,201.68,125.82,155.86,6.48,9.86,0.36,81.77,7.82
Kota Ambon,2023,37.67,35.64,22.85,99.24,57.76,39.75,42.89,102.42,90.58,117.02,268.18,226.14,67.35,278.31,91.7,140.65,178.73,7.78,8.55,0.38,62.34,6.3
Kota Ambon,2024,50.74,29.26,28.83,133.02,89.53,84.95,62.06,118.38,90.94,206.04,260.48,155.68,72.47,146.99,249.36,66.6,92.67,13.24,8.05,0.5,63.29,3.94
Kota Tual,2014,20.13,14.79,9.22,32.45,16.6,21.02,21.62,40.59,61.68,152.35,96.53,136.63,200.23,257.39,230.03,297.34,215.73,9.65,4.37,0.41,71.33,3.91
Kota Tual,2015,12.96,8.93,10.32,24.69,15.56,16.35,19.12,27.3,92.32,188.01,250.66,149.4,135.24,83.42,71.53,59.82,263.13,17.91,6.13,0.48,71.7,4.69
Kota Tual,2016,13.46,5.94,9.03,24.84,16.41,18.73,15.04,27.71,100.0,159.03,164.55,116.07,279.32,283.85,165.95,213.73,114.48,16.62,9.63,0.32,63.89,5.76
Kota Tual,2017,14.06,20.01,6.8,38.92,17.71,26.26,17.84,44.81,85.24,123.62,170.74,101.33,151.65,237.86,93.49,160.68,172.88,6.2,4.7,0.45,73.22,2.88
Kota Tual,2018,20.45,19.6,10.37,42.64,28.05,19.02,26.99,52.88,94.85,287.11,83.37,170.76,85.82,285.33,134.37,287.23,293.88,8.16,7.37,0.31,80.92,3.13
Kota Tual,2019,13.56,11.4,9.98,36.14,24.99,18.22,13.42,44.29,67.14,240.9,70.15,117.13,228.68,219.15,54.52,111.5,133.31,13.48,6.14,0.36,72.56,7.16
Kota Tual,2020,23.97,14.24,12.8,34.7,16.89,25.26,21.25,32.93,99.13,85.03,231.98,121.87,123.34,140.85,150.08,183.02,198.76,14.35,5.5,0.47,71.33,3.54
Kota Tual,2021,17.39,14.23,15.74,44.59,18.41,20.29,21.11,52.4,78.1,267.12,174.12,214.19,181.37,284.55,187.47,170.59,72.55,16.35,8.25,0.4,80.27,4.28
Kota Tual,2022,16.91,16.02,14.69,42.03,23.76,24.78,29.05,42.99,82.12,171.86,159.21,292.13,224.46,118.89,204.9,225.72,201.5,9.97,9.84,0.47,68.08,7.23
Kota Tual,2023,22.24,10.2,15.38,37.78,29.47,18.69,24.32,32.18,100.0,273.64,232.38,200.91,275.07,133.04,215.87,67.0,72.41,16.46,7.07,0.43,61.29,5.98
Kota Tual,2024,15.66,11.5,11.86,37.4,23.5,22.58,18.55,36.28,68.04,249.96,241.38,69.24,248.05,225.2,259.07,98.45,289.81,7.06,8.94,0.42,64.66,4.05
Kota Jayapura,2014,64.64,43.0,26.09,83.89,73.41,66.66,48.28,137.05,95.48,156.3,89.73,68.9,219.09,241.33,103.87,103.64,228.92,16.38,5.08,0.39,64.65,6.1
Kota Jayapura,2015,65.6,29.22,34.65,114.06,40.99,56.09,68.62,136.24,72.13,55.62,202.56,287.86,219.91,282.35,80.12,234.54,247.04,16.4,5.44,0.39,74.87,2.12
Kota Jayapura,2016,56.96,61.06,27.23,128.25,71.67,62.79,69.22,109.2,95.87,117.17,83.84,124.32,286.48,101.2,262.88,97.28,226.03,9.11,3.79,0.32,68.69,6.41
Kota Jayapura,2017,71.4,26.76,41.13,115.52,87.07,74.17,52.19,130.89,97.81,185.41,237.84,73.02,123.96,249.5,89.15,193.37,197.43,14.73,3.2,0.3,63.24,4.92
Kota Jayapura,2018,60.46,41.76,24.07,113.07,67.51,54.75,42.87,91.16,92.11,208.37,214.24,199.76,50.28,234.64,293.69,103.81,162.48,10.88,4.08,0.38,75.7,6.88
Kota Jayapura,2019,57.72,39.56,37.84,134.13,82.2,72.83,63.87,128.0,96.87,114.47,289.15,205.91,117.99,65.95,260.63,265.41,264.59,18.19,3.27,0.5,76.61,7.73
Kota Jayapura,2020,52.56,55.98,37.59,106.62,64.71,95.71,78.48,143.13,94.62,84.84,67.24,212.13,104.47,146.81,175.22,285.55,289.21,6.09,8.0,0.44,75.35,7.55
Kota Jayapura,2021,72.02,54.91,30.98,147.74,79.8,65.86,72.82,181.4,70.79,258.73,64.26,116.85,215.46,120.69,295.36,179.62,174.76,7.42,5.05,0.44,67.89,7.46
Kota Jayapura,2022,64.58,72.14,30.52,114.98,108.45,90.34,77.23,140.84,100.0,296.1,120.55,53.78,208.43,126.12,74.34,138.08,282.88,14.25,6.56,0.5,84.58,5.07
Kota Jayapura,2023,81.5,55.98,47.52,118.7,75.03,60.73,60.63,135.09,64.42,181.42,115.43,291.25,198.37,295.74,125.77,108.51,195.83,12.28,8.49,0.4,68.39,4.16
Kota Jayapura,2024,71.84,35.74,37.42,137.96,51.5,56.17,68.26,182.45,71.63,92.92,111.74,112.72,54.06,210.69,209.56,62.45,184.6,16.58,9.29,0.37,84.8,4.79
Kota Ternate,2014,63.3,48.69,18.6,72.1,35.24,37.68,41.26,134.41,92.71,118.08,276.56,219.01,232.19,229.42,137.5,117.13,163.62,15.02,8.45,0.46,73.38,6.14
Kota Ternate,2015,58.13,29.67,28.43,92.29,66.42,72.19,51.4,128.47,80.94,54.6,112.39,226.66,130.88,294.15,282.09,213.56,102.32,6.5,8.44,0.37,60.98,7.3
Kota Ternate,2016,59.54,22.89,35.56,76.8,71.34,63.1,49.15,102.82,90.36,278.57,117.99,202.5,216.26,144.3,66.41,183.4,50.93,16.11,7.21,0.43,69.73,3.24
Kota Ternate,2017,77.91,27.95,27.76,89.74,69.11,69.07,50.61,84.68,85.13,79.44,239.85,128.23,189.14,250.46,187.35,286.01,110.38,5.17,5.99,0.38,84.71,7.51
Kota Ternate,2018,51.12,56.61,30.33,105.76,44.58,56.27,79.11,129.35,74.06,194.13,162.43,117.77,135.68,158.63,197.72,149.07,177.43,10.17,7.38,0.48,66.85,6.89
Kota Ternate,2019,83.62,28.71,36.71,111.62,71.71,57.69,56.09,143.81,91.18,118.51,244.18,199.42,83.64,267.38,213.18,223.47,144.99,8.23,5.94,0.34,60.21,7.87
Kota Ternate,2020,71.76,73.64,28.58,129.68,60.19,89.72,89.4,111.53,89.39,188.54,66.34,266.52,73.6,95.16,113.92,172.33,162.12,18.68,4.36,0.42,84.64,7.28
Kota Ternate,2021,100.83,43.42,28.49,112.77,77.32,92.41,59.27,171.06,69.74,212.86,171.89,286.68,257.88,286.92,141.14,178.14,295.16,9.85,5.39,0.43,71.67,3.68
Kota Ternate,2022,61.11,68.2,28.13,116.0,87.56,98.07,66.23,140.33,63.16,257.44,58.4,76.48,279.6,104.69,260.92,116.94,137.57,13.06,4.48,0.46,79.34,2.64
Kota Ternate,2023,62.84,54.73,28.71,113.04,45.09,69.06,49.48,157.17,96.21,101.61,65.66,88.71,212.45,131.56,98.74,163.74,163.05,10.33,4.97,0.47,61.25,2.67
Kota Ternate,2024,67.2,38.5,46.89,134.94,52.19,84.11,74.92,186.49,68.38,52.75,276.61,286.18,75.86,239.05,256.72,167.7,83.38,9.69,7.02,0.4,72.24,3.75
Kota Tidore Kepulauan,2014,84.7,45.9,47.24,109.07,81.18,93.63,80.25,180.56,92.0,84.22,84.81,234.13,150.51,148.44,190.66,226.66,61.99,17.41,5.52,0.42,63.91,5.69
Kota Tidore Kepulauan,2015,62.46,63.13,38.78,122.39,64.4,101.45,54.4,105.94,82.84,275.0,183.11,270.75,232.23,202.05,240.55,285.16,243.85,8.26,9.8,0.5,76.37,6.83
Kota Tidore Kepulauan,2016,67.09,81.36,31.58,116.13,61.47,86.95,98.43,151.07,85.27,268.47,152.77,100.66,244.96,161.14,228.4,132.33,192.67,19.67,6.04,0.33,71.65,7.4
Kota Tidore Kepulauan,2017,104.5,54.68,45.45,129.32,93.88,113.27,59.83,215.2,76.23,199.35,136.84,196.9,79.55,235.59,101.88,60.55,240.18,13.43,4.76,0.49,72.08,5.74
Kota Tidore Kepulauan,2018,66.1,41.65,51.27,146.26,107.04,68.92,62.72,112.57,82.98,200.13,274.96,225.28,50.01,107.08,192.2,174.07,87.47,12.62,9.99,0.44,67.71,2.03
Kota Tidore Kepulauan,2019,117.17,33.89,59.74,151.28,75.6,80.64,96.57,187.4,91.55,216.26,55.46,220.03,228.03,64.61,266.93,186.12,192.96,9.33,4.21,0.45,84.75,3.12
Kota Tidore Kepulauan,2020,87.53,50.31,41.12,144.32,104.78,108.43,115.19,226.97,91.76,93.84,215.95,152.04,139.15,124.98,158.03,92.11,113.41,9.38,5.31,0.44,68.74,2.6
Kota Tidore Kepulauan,2021,81.51,45.79,32.27,167.85,109.9,72.34,63.15,206.25,100.0,278.6,290.85,53.85,113.62,168.58,291.65,240.12,107.02,8.17,5.75,0.31,65.66,4.18
Kota Tidore Kepulauan,2022,134.11,52.55,49.65,158.63,79.84,148.07,123.05,229.23,75.39,154.69,190.04,195.73,53.22,92.01,163.05,296.23,52.88,16.48,8.88,0.46,60.41,5.01
